PROVIDER_ID,HAI_1_DEN_VOL,HAI_2_DEN_VOL,HAI_3_DEN_VOL,HAI_4_DEN_VOL,HAI_5_DEN_VOL,HAI_6_DEN_VOL,HAI_1_DEN_PRED,HAI_2_DEN_PRED,HAI_3_DEN_PRED,HAI_4_DEN_PRED,HAI_5_DEN_PRED,HAI_6_DEN_PRED,HAI_1,HAI_2,HAI_3,HAI_4,HAI_5,HAI_6,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,EDAC_30_HF,READM_30_COPD,EDAC_30_AMI,EDAC_30_PN,MORT_30_STK,MORT_30_PN,MORT_30_HF,MORT_30_COPD,MORT_30_AMI,COMP_HIP_KNEE,READM_30_HOSP_WIDE_DEN,READM_30_HIP_KNEE_DEN,EDAC_30_HF_DEN,READM_30_COPD_DEN,EDAC_30_AMI_DEN,EDAC_30_PN_DEN,MORT_30_STK_DEN,MORT_30_PN_DEN,MORT_30_HF_DEN,MORT_30_COPD_DEN,MORT_30_AMI_DEN,COMP_HIP_KNEE_DEN,OP_2,OP_2_DEN,OP_3B,OP_3B_DEN,OP_8,OP_8_DEN,OP_10,OP_10_DEN,OP_13,OP_13_DEN,OP_18B,OP_18B_DEN,OP_22,OP_22_DEN,OP_23,OP_23_DEN,OP_29,OP_29_DEN,PSI_4_SURG_COMP,PSI_4_SURG_COMP_DEN,PSI_90_SAFETY,IMM_3_DEN,IMM_3,HCP_COVID_19_DEN,HCP_COVID_19,PC_01,PC_01_DEN,SEP_1,SEP_1_DEN,H_RESP_RATE_P,H_COMP_1_STAR_RATING,H_COMP_2_STAR_RATING,H_COMP_3_STAR_RATING,H_COMP_5_STAR_RATING,H_COMP_6_STAR_RATING,H_COMP_7_STAR_RATING,H_GLOB_STAR_RATING,H_INDI_STAR_RATING,H_NUMB_COMP,PSI_90_SAFETY_DEN,MORT_30_CABG,MORT_30_CABG_DEN,READM_30_CABG,READM_30_CABG_DEN,OP_32,OP_32_DEN,OP_35_ADM,OP_35_ADM_DEN,OP_35_ED,OP_35_ED_DEN,OP_36,OP_36_DEN,Facility_ID,Facility_Name,State,ZIP_Code,County_Parish
010083,2418.0,4235.0,,,26235.0,26235.0,2.235,4.494,,,1.415,9.804,0.0,0.0,,,0.707,0.408,0.145,0.053,-24.9,0.176,-21.9,3.2,0.134,0.182,0.114,0.098,0.118,0.045,1265.0,98.0,277.0,116.0,113.0,262.0,73.0,247.0,243.0,100.0,135.0,95.0,,,,,0.3329999999999999,,0.06,,0.021,,152.0,397.0,0.02,51374.0,0.69,13.0,0.99,77.0,175.76,26.0,1.11,1300.0,0.47,1217.0,0.049,0.07,58.0,0.64,146.0,25.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.5,863.0,808.9907,,,,,14.3,1110.0,,,,,1.0,545.0,010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,36535,BALDWIN
010085,2870.0,8021.0,85.0,,45762.0,45585.0,2.336,6.965,2.238,,2.144,20.316,0.0,0.0,0.0,,0.0,0.492,0.144,0.051,3.6,0.193,,1.5,0.151,0.201,0.131,0.074,0.128,0.0579999999999999,1585.0,71.0,399.0,139.0,,440.0,155.0,443.0,350.0,124.0,44.0,63.0,,,,,0.395,,0.133,,0.052,,165.0,419.0,0.01,53670.0,0.76,17.0,,,174.32,58.0,1.17,2459.0,0.88,1529.0,0.071,0.0,83.0,0.32,239.0,17.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.5,327.0,988.4523,,,,,12.9,33.0,,,,,0.8,449.0,010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,35601,MORGAN
010086,,,,,,,,,,,,,,,,,,,0.129,,-19.1,0.1689999999999999,,-4.9,,0.209,0.131,0.095,,,231.0,,36.0,68.0,,87.0,,86.0,33.0,58.0,,,,,,,,,0.071,,0.0,,129.0,697.0,0.04,10554.0,,,0.84,45.0,,,0.95,280.0,0.38,264.0,0.003,,,0.59,75.0,29.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,152.0,131.31759999999997,,,,,12.3,236.0,,,,,,,010086,NORTHWEST MEDICAL CENTER,AL,35594,FAYETTE
010087,14562.0,12021.0,172.0,,93286.0,93286.0,20.964,25.868,4.781,,6.679,54.474,1.193,0.387,0.209,,1.946,0.624,0.147,,71.7,,,57.8,0.138,0.191,0.096,,0.1169999999999999,,966.0,,56.0,,,57.0,168.0,45.0,45.0,,28.0,,,,,,,,0.131,,,,182.0,372.0,0.01,48974.0,,,1.0,99.0,209.95,71.0,1.11,2756.0,0.87,3082.0,0.0069999999999999,,,0.58,361.0,18.0,3.0,4.0,3.0,3.0,3.0,3.0,3.5,2.0,1543.0,931.3695,,,,,13.8,241.0,10.2,143.0,4.8,143.0,0.9,209.0,010087,USA HEALTH UNIVERSITY HOSPITAL,AL,36617,MOBILE
010089,1559.0,4437.0,59.0,,,20993.0,1.074,3.125,1.628,,,11.583,1.862,0.32,0.0,,,0.086,0.143,,38.4,0.186,,-3.5,0.1639999999999999,0.188,0.136,0.091,0.129,,699.0,,154.0,87.0,,155.0,45.0,148.0,145.0,79.0,27.0,,,,,,,,0.035,,0.042,,156.0,411.0,0.03,28764.0,,,0.98,109.0,,,0.93,637.0,0.89,809.0,0.043,0.0,48.0,0.65,93.0,15.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,619.0,506.5979,,,,,12.5,487.0,,,,,0.8,275.0,010089,WALKER BAPTIST MEDICAL CENTER,AL,35502,WALKER
010090,4528.0,8559.0,109.0,,67253.0,64836.0,4.093,10.803,2.885,,4.274,32.753,0.977,0.278,0.347,,0.936,0.214,0.149,0.043,3.7,0.176,12.0,33.5,0.158,0.207,0.125,0.12,0.156,0.032,1771.0,125.0,341.0,96.0,154.0,285.0,122.0,272.0,296.0,94.0,156.0,116.0,,,,,,,0.201,,,,180.0,401.0,0.02,45316.0,,,0.96,97.0,153.26,72.0,1.16,3019.0,0.84,1965.0,0.0,0.0,160.0,0.93,404.0,19.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.5,724.0,1582.7844,0.033,104.0,0.106,100.0,12.3,871.0,,,,,0.8,423.0,010090,"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,36608,MOBILE
010091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,363.0,0.01,5038.0,,,1.0,13.0,,,,169.0,0.13,155.0,0.013,0.23,26.0,,,,,,,,,,,,,,,,,,13.4,35.0,,,,,,,010091,GROVE HILL MEMORIAL HOSPITAL,AL,36451,CLARKE
010092,16282.0,22302.0,280.0,348.0,132870.0,118296.0,17.318,29.027,7.947,3.387,11.5,75.996,1.386,0.276,0.755,0.0,1.043,0.684,0.15,0.053,20.5,0.211,24.9,33.6,0.166,0.174,0.153,0.093,0.138,0.038,2758.0,30.0,680.0,312.0,173.0,604.0,352.0,610.0,584.0,276.0,194.0,28.0,,,,,0.4589999999999999,,0.038,,0.053,,248.0,375.0,0.1,86505.0,0.44,18.0,0.79,28.0,188.66,129.0,0.99,7872.0,0.94,5234.0,0.017,0.0,73.0,0.53,327.0,35.0,2.0,3.0,2.0,3.0,3.0,2.0,2.5,2.0,1290.0,2083.7521,0.024,39.0,0.108,39.0,12.6,285.0,8.3,209.0,4.7,209.0,0.8,572.0,010092,DCH REGIONAL MEDICAL CENTER,AL,35401,TUSCALOOSA
010095,,,,,,,,,,,,,,,,,,,0.147,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,110.0,345.0,0.0,9636.0,,,,,,,,167.0,0.63,163.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,010095,HALE COUNTY HOSPITAL,AL,36744,HALE
010097,,,,,,,,,,,,,,,,,,,0.149,,,,,16.7,,0.172,,,,,84.0,,,,,38.0,,34.0,,,,,,,,,,,0.045,,,,111.0,353.0,0.05,10230.0,,,0.06,18.0,,,,196.0,0.97,191.0,0.084,,,0.24,17.0,29.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,124.0,,,,,,12.9,64.0,,,,,,,010097,ELMORE COMMUNITY HOSPITAL,AL,36092,ELMORE
010099,,,,,,4721.0,,,,,,1.564,,,,,,0.639,0.144,,18.2,,,-21.1,,0.216,0.124,,,,195.0,,43.0,,,51.0,,53.0,40.0,,,,,,,,,,0.07,,,,138.0,402.0,0.03,11488.0,,,0.97,32.0,,,1.04,326.0,0.62,381.0,0.002,0.02,43.0,0.21,24.0,26.0,4.0,5.0,5.0,4.0,4.0,3.0,3.5,3.0,216.0,102.3425,,,,,14.2,193.0,12.6,27.0,5.3,27.0,,,010099,D W MCMILLAN MEMORIAL HOSPITAL,AL,36426,ESCAMBIA
010100,7007.0,6967.0,111.0,,56686.0,49202.0,5.623,6.189,2.963,,2.069,19.113,0.534,1.131,1.687,,0.967,0.262,0.159,0.04,6.8,0.1969999999999999,-20.2,18.5,0.139,0.211,0.12,0.107,0.122,0.0279999999999999,2217.0,177.0,334.0,79.0,140.0,342.0,108.0,346.0,298.0,77.0,113.0,161.0,,,,,0.4529999999999999,,0.038,,,,184.0,386.0,0.04,28318.0,,,0.97,79.0,209.02,57.0,0.94,2123.0,0.59,1709.0,0.0,0.0,42.0,0.87,69.0,26.0,3.0,3.0,3.0,3.0,4.0,3.0,3.5,3.0,616.0,1647.4397,0.043,212.0,0.1009999999999999,202.0,12.7,1149.0,,,,,0.9,673.0,010100,THOMAS HOSPITAL,AL,36532,BALDWIN
010101,,,,,,5307.0,,,,,,1.434,,,,,,2.092,0.147,,36.0,,,57.7,,0.165,0.138,,,,180.0,,50.0,,,56.0,,56.0,45.0,,,,,,,,,,0.057,,,,96.0,400.0,0.02,16428.0,,,,,,,1.02,262.0,0.84,230.0,0.038,,,0.77,104.0,14.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,151.0,117.57869999999998,,,,,13.6,69.0,,,,,,,010101,CITIZENS BAPTIST MEDICAL CENTER,AL,35161,TALLADEGA
010102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,353.0,0.03,4352.0,,,,,,,,28.0,0.29,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010102,J PAUL JONES HOSPITAL,AL,36726,WILCOX
010103,10763.0,11892.0,88.0,,52644.0,51434.0,10.999,13.586,2.439,,4.448,25.971,0.364,0.515,0.82,,1.574,0.308,0.146,0.045,-8.5,0.179,20.1,16.8,0.141,0.17,0.105,0.105,0.175,0.034,1128.0,60.0,218.0,67.0,121.0,103.0,91.0,96.0,177.0,52.0,118.0,54.0,,,,,,,0.148,,,,154.0,413.0,0.01,29173.0,0.85,13.0,0.91,127.0,120.97,56.0,1.05,1523.0,0.77,1594.0,0.072,0.0,25.0,0.5,130.0,17.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1035.0,990.5088,0.025,63.0,0.113,61.0,12.3,264.0,,,,,1.4,238.0,010103,PRINCETON BAPTIST MEDICAL CENTER,AL,35211,JEFFERSON
010104,17820.0,15421.0,370.0,252.0,130346.0,124041.0,19.262,26.164,10.052,2.117,10.872,76.362,0.727,0.65,0.895,0.472,1.196,0.301,0.152,0.046,21.8,0.186,6.1,-1.6,0.147,0.1889999999999999,0.123,0.098,0.131,0.039,3862.0,385.0,598.0,153.0,207.0,341.0,301.0,332.0,521.0,142.0,197.0,351.0,,,,,,,0.084,,0.038,,188.0,394.0,0.02,40110.0,0.86,22.0,0.86,64.0,163.15,141.0,1.02,5739.0,0.48,3655.0,0.3929999999999999,0.01,106.0,0.57,186.0,21.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1583.0,3353.3137,0.061,120.0,0.126,112.0,13.3,298.0,9.5,46.0,4.5,46.0,1.4,1238.0,010104,GRANDVIEW MEDICAL CENTER,AL,35243,JEFFERSON
010108,,2771.0,,,,14808.0,,1.417,,,,4.931,,1.411,,,,0.203,0.155,,16.9,0.178,,6.9,0.12,0.1689999999999999,0.126,0.1,,,503.0,,157.0,88.0,,142.0,40.0,138.0,142.0,81.0,,,,,,,0.3329999999999999,,0.045,,,,207.0,383.0,0.07,29747.0,,,0.98,109.0,,,0.95,791.0,0.9,552.0,0.032,,,0.46,99.0,28.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,481.0,262.5528,,,,,13.8,261.0,,,,,,,010108,PRATTVILLE BAPTIST HOSPITAL,AL,36067,AUTAUGA
010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,303.0,0.0,4043.0,,,,,,,,170.0,0.49,218.0,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,010110,BULLOCK COUNTY HOSPITAL,AL,36089,BULLOCK
010112,,,,,,8245.0,,,,,,1.893,,,,,,0.0,0.14,,10.3,,,-4.5,,0.188,0.135,,,,184.0,,66.0,,,65.0,,67.0,66.0,,,,,,,,,,0.066,,,,118.0,378.0,0.01,24789.0,,,0.9,21.0,,,1.37,350.0,0.72,562.0,0.77,0.54,69.0,0.15,61.0,14.0,3.0,4.0,3.0,3.0,2.0,3.0,2.5,4.5,142.0,138.2526,,,,,13.4,110.0,,,,,0.8,31.0,010112,WHITFIELD REGIONAL HOSPITAL,AL,36732,MARENGO
010113,12578.0,13300.0,362.0,286.0,137901.0,135432.0,11.778,19.382,10.14,2.723,12.487,79.819,1.274,0.671,0.888,1.836,0.801,0.288,0.147,0.042,9.6,0.198,37.6,5.9,0.148,0.215,0.119,0.1009999999999999,0.1159999999999999,0.0409999999999999,2912.0,147.0,392.0,146.0,157.0,392.0,252.0,392.0,338.0,128.0,150.0,140.0,,,,,0.5479999999999999,,0.078,,,,188.0,376.0,0.04,38703.0,,,0.97,73.0,189.61,152.0,1.35,3771.0,0.66,2947.0,0.0,0.0,36.0,0.76,115.0,21.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,1101.0,2695.2372,0.045,61.0,0.119,56.0,12.8,1098.0,8.5,84.0,6.0,84.0,0.9,659.0,010113,MOBILE INFIRMARY MEDICAL CENTER,AL,36607,MOBILE
010114,8277.0,8783.0,89.0,,35797.0,34945.0,8.693,11.198,2.495,,2.172,15.168,1.265,0.447,0.401,,1.381,0.857,0.143,,27.5,0.179,,35.9,0.124,0.153,0.133,0.09,,,588.0,,98.0,60.0,,153.0,29.0,147.0,84.0,56.0,,,,,,,,,0.039,,,,156.0,536.0,0.03,78719.0,0.64,22.0,1.0,79.0,177.26,26.0,1.09,2063.0,0.58,1860.0,0.009,0.09,47.0,0.47,273.0,13.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,604.0,438.9546,,,,,14.5,509.0,,,,,1.1,102.0,010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,35021,JEFFERSON
010118,,2243.0,,,,12832.0,,1.16,,,,6.045,,1.724,,,,0.0,0.153,,-12.0,0.178,,56.0,0.176,0.211,0.103,0.085,,,308.0,,80.0,46.0,,113.0,52.0,121.0,72.0,40.0,,,,,,,,,0.032,,,,217.0,367.0,0.03,23115.0,0.29,14.0,1.0,65.0,,,0.92,563.0,0.76,365.0,0.942,0.02,46.0,0.54,87.0,13.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,333.0,219.14460000000005,,,,,13.2,142.0,,,,,,,010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,36701,DALLAS
010120,,,,,,,,,,,,,,,,,,,0.143,,-13.3,,,3.5,,0.237,0.157,,,,129.0,,29.0,,,42.0,,51.0,30.0,,,,,,,,,,0.0139999999999999,,,,129.0,498.0,0.02,14556.0,0.92,12.0,1.0,71.0,,,0.98,288.0,0.29,,,,,0.55,31.0,22.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.5,106.0,73.8999,,,,,14.7,132.0,,,,,,,010120,MONROE COUNTY HOSPITAL,AL,36460,MONROE
010125,,,,,,,,,,,,,,,,,,,0.142,,17.9,0.173,,11.2,,0.145,0.14,0.08,,,200.0,,38.0,58.0,,280.0,,235.0,37.0,53.0,,,,,,,,,0.076,,,,68.0,416.0,0.01,9251.0,,,,,,,,331.0,0.62,284.0,0.0,,,,,31.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,146.0,,,,,,,,,,,,,,010125,LAKELAND COMMUNITY HOSPITAL,AL,35565,WINSTON
010126,,,,,,5078.0,,,,,,1.52,,,,,,0.0,0.153,,-2.7,,,-4.2,,0.22,0.139,,,,138.0,,40.0,,,45.0,,44.0,35.0,,,,,,,,,,0.034,,,,106.0,354.0,0.0,17295.0,0.93,14.0,,,,,1.04,420.0,0.82,546.0,0.001,,,0.76,21.0,30.0,5.0,4.0,5.0,5.0,4.0,4.0,3.5,4.5,145.0,63.5807,,,,,12.2,289.0,,,,,,,010126,TROY REGIONAL MEDICAL CENTER,AL,36081,PIKE
010128,,,,,,,,,,,,,,,,,,,0.143,,8.1,,,-0.6,,0.181,0.118,,,,66.0,,25.0,,,29.0,,28.0,25.0,,,,,,,,,,0.155,,,,124.0,313.0,0.04,6084.0,0.57,14.0,,,,,,177.0,0.41,162.0,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,010128,JACKSON MEDICAL CENTER,AL,36545,CLARKE
010129,,,,,,5929.0,,,,,,1.695,,,,,,0.0,0.148,,-22.1,,,32.6,,0.239,0.1369999999999999,,,,251.0,,40.0,,,47.0,,49.0,35.0,,,,,,,,,,0.0,,,,186.0,372.0,0.03,16185.0,,,0.85,13.0,,,0.98,415.0,0.79,466.0,0.0,0.0,16.0,0.74,109.0,16.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,280.0,134.95139999999998,,,,,13.0,83.0,10.8,64.0,6.4,64.0,,,010129,NORTH BALDWIN INFIRMARY,AL,36507,BALDWIN
010130,,,,,,10367.0,,,,,,4.393,,,,,,0.455,0.149,,19.4,0.182,,14.8,0.136,0.235,0.132,0.08,,,343.0,,66.0,42.0,,127.0,31.0,132.0,65.0,42.0,,,,,,,,,0.108,,,,144.0,354.0,0.05,25312.0,,,0.95,63.0,,,1.08,,,290.0,0.0,,,0.53,59.0,22.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.5,310.0,185.4517,,,,,11.9,313.0,,,,,,,010130,ST VINCENT'S ST CLAIR,AL,35125,ST. CLAIR
010131,1644.0,2953.0,116.0,,42247.0,40313.0,1.459,2.888,3.216,,1.758,16.952,4.112,0.693,0.933,,2.275,0.295,0.144,0.044,36.6,0.188,-1.9,12.8,0.156,0.21,0.136,0.095,0.119,0.037,1851.0,84.0,278.0,91.0,138.0,346.0,148.0,351.0,250.0,82.0,145.0,80.0,,,,,,,0.086,,,,198.0,408.0,0.03,38048.0,,,0.99,124.0,185.94,51.0,1.01,1985.0,0.51,2249.0,0.238,0.0,35.0,0.44,158.0,22.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1011.0,1400.9914,,,,,11.4,2077.0,,,,,0.6,1126.0,010131,CRESTWOOD MEDICAL CENTER,AL,35801,MADISON
010138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,184.0,0.01,2848.0,,,,,,,,65.0,0.28,65.0,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,010138,HILL HOSPITAL OF SUMTER COUNTY,AL,36925,SUMTER
010139,5577.0,7692.0,189.0,858.0,56467.0,56467.0,4.999,7.544,4.867,7.26,4.51,35.059,1.0,0.398,0.205,0.689,1.109,0.257,0.14,,32.9,0.181,15.7,75.3,0.152,0.18,0.129,0.078,0.154,,1129.0,,142.0,29.0,87.0,169.0,146.0,167.0,140.0,27.0,79.0,,,,,,,,0.06,,0.035,,152.0,426.0,0.04,35798.0,,,1.0,31.0,152.41,46.0,0.99,2296.0,0.76,2229.0,0.0,0.0,131.0,0.58,115.0,16.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.5,990.0,740.7648,0.047,36.0,0.103,30.0,13.4,191.0,,,,,0.9,506.0,010139,BROOKWOOD BAPTIST MEDICAL CENTER,AL,35216,JEFFERSON
010144,4033.0,4270.0,111.0,348.0,59341.0,55648.0,2.962,3.588,3.075,3.016,4.292,24.195,0.675,0.279,0.0,0.0,0.932,0.207,0.144,0.045,39.0,0.1969999999999999,33.4,43.0,0.1639999999999999,0.176,0.138,0.083,0.141,0.0409999999999999,1145.0,49.0,250.0,80.0,69.0,185.0,67.0,187.0,229.0,68.0,78.0,41.0,,,,,,,0.059,,,,149.0,661.0,0.03,42669.0,0.48,21.0,0.97,29.0,211.22,40.0,1.04,2223.0,0.89,1499.0,0.0069999999999999,0.01,103.0,0.55,215.0,26.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,1839.0,831.9045,0.027,52.0,0.111,51.0,12.8,148.0,,,,,1.2,374.0,010144,SPRINGHILL MEDICAL CENTER,AL,36608,MOBILE
010148,,,,,,,,,,,,,,,,,,,0.159,,-1.7,0.18,,-12.0,,0.2319999999999999,0.121,0.086,,,265.0,,62.0,87.0,,90.0,,79.0,58.0,68.0,,,,,,,,,0.036,,,,135.0,347.0,0.05,6130.0,,,0.44,18.0,,,,162.0,0.04,108.0,0.0,,,0.26,19.0,22.0,4.0,5.0,3.0,5.0,5.0,3.0,3.5,3.5,175.0,,,,,,14.3,49.0,,,,,,,010148,EVERGREEN MEDICAL CENTER,AL,36401,CONECUH
010149,7096.0,7512.0,190.0,655.0,67239.0,50812.0,7.368,7.787,5.63,6.279,3.274,20.671,1.493,1.156,0.0,0.637,0.611,0.194,0.142,,19.0,0.172,,33.5,0.141,0.2019999999999999,0.121,0.0969999999999999,0.126,,947.0,,261.0,79.0,,203.0,64.0,220.0,236.0,72.0,33.0,,,,,,,,0.051,,,,241.0,394.0,0.07,51210.0,,,1.0,121.0,,,1.12,2299.0,0.89,1318.0,0.031,0.02,384.0,0.47,89.0,25.0,4.0,4.0,4.0,4.0,4.0,3.0,4.5,3.5,1861.0,647.4404999999999,,,,,11.3,1502.0,,,,,0.7,129.0,010149,BAPTIST MEDICAL CENTER EAST,AL,36117,MONTGOMERY
01014F,2371.0,4324.0,,,,,2.181,3.729,,,,,0.459,1.341,,,,,0.147,0.046,-15.3,0.191,-6.5,19.1,,0.121,0.075,0.077,0.1159999999999999,0.038,2448.0,109.0,617.0,210.0,68.0,287.0,,250.0,485.0,185.0,58.0,94.0,,,,,,,,,,,,,,,,,,,142.25,56.0,1.1,,,,,,,,,21.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.5,402.0,2030.1018,,,,,,,,,,,,,01014F,BIRMINGHAM VA MEDICAL CENTER,AL,35233,JEFFERSON
010150,,,,,,5767.0,,,,,,1.669,,,,,,0.0,0.144,,-8.9,,,,,,0.123,,,,97.0,,30.0,,,,,,25.0,,,,,,,,,,0.052,,,,143.0,343.0,0.01,10762.0,,,1.0,28.0,,,0.96,313.0,0.39,281.0,0.033,,,0.32,28.0,,,,,,,,,,,71.0912,,,,,13.1,91.0,,,,,,,010150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,36037,BUTLER
010157,,,,,,9756.0,,,,,,1.868,,,,,,0.0,0.143,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,0.089,,,,111.0,314.0,0.08,8293.0,,,,,,,0.99,327.0,0.63,218.0,0.0139999999999999,,,,,,,,,,,,,,,53.479200000000006,,,,,,,,,,,0.8,34.0,010157,NORTH ALABAMA SHOALS HOSPITAL,AL,35661,COLBERT
010158,,,,,,5777.0,,,,,,2.307,,,,,,0.0,0.145,0.055,,0.177,,14.9,,0.185,,0.108,,0.038,226.0,31.0,,40.0,,92.0,,82.0,,35.0,,26.0,,,,,,,0.068,,,,104.0,372.0,0.01,9555.0,,,1.0,30.0,,,0.96,393.0,0.72,264.0,0.0,,,0.64,22.0,19.0,2.0,5.0,2.0,2.0,4.0,2.0,2.5,4.5,123.0,161.1977,,,,,13.0,84.0,,,,,1.1,30.0,010158,RUSSELLVILLE HOSPITAL,AL,35653,FRANKLIN
010164,,2656.0,,,,18782.0,,1.451,,,,6.566,,0.0,,,,0.0,0.151,,35.5,0.178,,3.5,,0.2019999999999999,0.123,0.119,,,285.0,,80.0,44.0,,88.0,,86.0,72.0,41.0,,,,,,,,,0.038,,0.0579999999999999,,129.0,484.0,0.0,22919.0,0.87,23.0,0.93,27.0,,,0.96,1067.0,0.84,527.0,0.0,0.0,46.0,0.94,72.0,20.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.5,372.0,207.1084,,,,,13.6,288.0,10.7,51.0,4.8,51.0,0.9,39.0,010164,COOSA VALLEY MEDICAL CENTER,AL,35150,TALLADEGA
010168,,,,,,,,,,,,,,,,,,,0.141,0.044,,,,,,,,,,0.037,445.0,460.0,,,,,,,,,,439.0,,,,,,,0.02,,,,120.0,407.0,0.05,17045.0,,,0.0,71.0,,,1.02,712.0,0.6,562.0,0.295,,,0.67,24.0,33.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.5,364.0,918.9784,,,,,12.7,92.0,,,,,1.1,289.0,010168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,36867,RUSSELL
010169,,,,,,3937.0,,,,,,1.305,,,,,,0.766,0.151,,5.6,0.181,,,,0.2319999999999999,0.0969999999999999,,,,110.0,,46.0,25.0,,,,26.0,45.0,,,,,,,,,,0.141,,,,128.0,403.0,0.06,10931.0,,,0.6,20.0,,,0.98,297.0,0.67,360.0,0.0,,,0.23,13.0,24.0,4.0,4.0,5.0,4.0,5.0,3.0,2.5,3.5,118.0,60.5724,,,,,12.9,41.0,,,,,,,010169,ATMORE COMMUNITY HOSPITAL,AL,36502,ESCAMBIA
010173,,,,,,3138.0,,,,,,1.688,,,,,,0.592,0.148,,,,,-18.7,,0.174,,,,,79.0,,,,,42.0,,41.0,,,,,,,,,,,0.054,,,,140.0,350.0,0.03,18548.0,0.62,13.0,0.14,14.0,,,1.18,,,226.0,0.0,,,0.72,46.0,26.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,163.0,29.5882,,,,,13.5,156.0,,,,,,,010173,ST VINCENT'S CHILTON,AL,35045,CHILTON
010174,,,,,,,,,,,,,,,,,,,0.147,,,,,,,0.182,,,,,44.0,,,,,,,25.0,,,,,,,,,,,0.04,,,,157.0,337.0,0.0,7260.0,,,1.0,140.0,,,,,,129.0,0.2019999999999999,,,,,,,,,,,,,,,,,,,,14.9,97.0,,,,,,,010174,THOMASVILLE REGIONAL MEDICAL CENTER,AL,36784,CLARKE
010175,,,,,,,,,,,,,,,,,,,0.147,,,,,-7.7,,0.182,,,,,87.0,,,,,34.0,,32.0,,,,,,,,,,,0.153,,,,118.0,600.0,0.02,15929.0,,,,,,,,225.0,0.83,177.0,0.0,,,0.86,28.0,,,,,,,,,,,,,,,,,,,,,,,,010175,EAMC-LANIER,AL,36854,CHAMBERS
01019F,,,,,,,,,,,,,,,,,,,0.134,,-26.4,0.17,,-29.0,,0.153,0.091,0.076,,,411.0,,128.0,111.0,,86.0,,86.0,108.0,91.0,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,23.0,4.0,5.0,4.0,4.0,2.0,3.0,3.5,4.0,167.0,252.6768,,,,,,,,,,,,,01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,AL,36109,MONTGOMERY
